PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0039XX Clinton AV S,3733347,MP 2018 010849,03,1/11/2018 8:34:00 AM,1/11/2018 7:40:00 AM,07:40:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 8:33:45 AM,11664,44.93143707,-93.27143354,-10382928.4871,5610734.1062,BRYANT,1/11/2018 1:57:59 PM,1/11/2018 8:00:39 PM,3236,-10382928.4871,5610734.1062
0004XX 24 ST W,3733353,MP 2018 999820,05,1/11/2018 9:29:12 AM,1/10/2018 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,1/11/2018 9:29:12 AM,16672,44.95911678,-93.28484543,-10384421.4925,5615087.5551,WHITTIER,1/11/2018 9:29:16 AM,1/11/2018 8:00:39 PM,3238,-10384421.4925,5615087.5551
0012XX Washington AV S,3733363,MP 2018 010870,01,1/11/2018 9:47:00 AM,12/30/2017 12:00:00 PM,12:00:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 9:46:31 AM,19227,44.97447173,-93.25115192,-10380670.7481,5617503.4775,DOWNTOWN EAST,1/12/2018 11:50:46 AM,1/12/2018 8:00:35 PM,3239,-10380670.7481,5617503.4775
0009XX Washington AV S,3733388,MP 2018 999819,01,1/11/2018 11:31:22 AM,1/10/2018 8:00:00 AM,08:00:00,TFMV,Theft From Motr Vehc,07,1/11/2018 11:31:22 AM,25156,44.97650066,-93.25593685,-10381203.4038,5617822.7537,DOWNTOWN EAST,1/11/2018 11:31:24 AM,1/11/2018 8:00:39 PM,3242,-10381203.4038,5617822.7537
0010XX 17 ST E,3733396,MP 2018 010978,01,1/11/2018 12:10:00 PM,1/10/2018 1:00:00 PM,13:00:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 12:09:41 PM,17192,44.96640282,-93.25892857,-10381536.4403,5616233.8483,ELLIOT PARK,1/12/2018 11:48:11 AM,1/12/2018 8:00:35 PM,3245,-10381536.4403,5616233.8483
0038XX 29 AV S,3733405,MP 2018 011018,03,1/11/2018 12:35:00 PM,1/11/2018 11:54:00 AM,11:54:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 12:35:46 PM,15580,44.93321797,-93.23084226,-10378409.8861,5611014.1427,STANDISH,1/11/2018 2:04:18 PM,1/11/2018 8:00:39 PM,3248,-10378409.8861,5611014.1427
0002XX 3 AV S,3733415,MP 2018 011069,01,1/11/2018 1:00:00 PM,1/11/2018 9:30:00 AM,09:30:00,TFMV,Theft From Motr Vehc,07,1/11/2018 1:22:36 PM,16239,44.98053512,-93.26362691,-10382059.4575,5618457.6598,DOWNTOWN WEST,1/12/2018 11:55:04 AM,1/12/2018 8:00:35 PM,3250,-10382059.4575,5618457.6598
0002XX 3 AV S,3733416,MP 2018 011100,01,1/11/2018 1:00:00 PM,1/11/2018 9:30:00 AM,09:30:00,TFMV,Theft From Motr Vehc,07,1/11/2018 1:34:21 PM,16239,44.98053512,-93.26362691,-10382059.4575,5618457.6598,DOWNTOWN WEST,1/12/2018 11:57:39 AM,1/12/2018 8:00:35 PM,3251,-10382059.4575,5618457.6598
0038XX Dupont AV N,3733422,MP 2018 011140,04,1/11/2018 2:00:00 PM,1/10/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,1/11/2018 2:09:33 PM,10004,45.024874,-93.29312137,-10385342.765,5625438.239,WEBBER - CAMDEN,1/12/2018 12:54:13 PM,1/12/2018 8:00:35 PM,3252,-10385342.765,5625438.239
0014XX Franklin AV E,3733443,MP 2018 011241,03,1/11/2018 4:29:00 PM,1/10/2018 9:48:00 PM,21:48:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 4:28:19 PM,17524,44.96273055,-93.25439256,-10381031.4938,5615656.0818,VENTURA VILLAGE,1/11/2018 8:55:24 PM,1/12/2018 8:00:35 PM,3254,-10381031.4938,5615656.0818
0037XX 32 ST W,3733449,MP 2018 011256,05,1/11/2018 5:15:00 PM,1/10/2018 10:30:00 PM,22:30:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 5:14:17 PM,14176,44.94503458,-93.32635725,-10389042.5671,5612872.4519,WEST CALHOUN,1/12/2018 12:41:51 AM,1/12/2018 8:00:35 PM,3256,-10389042.5671,5612872.4519
0048XX Humboldt AV N,3733465,MP 2018 011246,04,1/11/2018 6:30:00 PM,1/11/2018 2:00:00 PM,14:00:00,TFMV,Theft From Motr Vehc,07,1/11/2018 6:28:17 PM,18310,45.04300408,-93.299324,-10386033.2387,5628294.1406,LIND - BOHANON,1/12/2018 5:52:27 AM,1/12/2018 8:00:35 PM,3260,-10386033.2387,5628294.1406
0024XX NICOLLET AV ,3733470,MP 2018 999814,05,1/11/2018 6:47:13 PM,1/11/2018 4:00:00 PM,16:00:00,TFMV,Theft From Motr Vehc,07,1/11/2018 6:47:13 PM,16207,44.95823635,-93.27785114,-10383642.8907,5614949.0485,WHITTIER,1/11/2018 6:47:17 PM,1/11/2018 8:00:39 PM,3263,-10383642.8907,5614949.0485
0045XX Lake Harriet PK E,3733477,MP 2018 011261,05,1/11/2018 7:47:00 PM,1/11/2018 2:00:00 PM,14:00:00,TFMV,Theft From Motr Vehc,07,1/11/2018 7:46:20 PM,19372,44.92108384,-93.29712656,-10385788.6214,5609106.2956,EAST HARRIET,1/12/2018 12:18:41 PM,1/12/2018 8:00:35 PM,3265,-10385788.6214,5609106.2956
0009XX 23 AV NE,3733484,MP 2018 011364,02,1/11/2018 8:28:00 PM,1/11/2018 5:50:00 PM,17:50:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 8:26:47 PM,21555,45.01087166,-93.24824208,-10380346.8253,5623233.1688,HOLLAND,1/12/2018 6:49:30 AM,1/12/2018 8:00:35 PM,3266,-10380346.8253,5623233.1688
Fulton ST SE / Ontario ST SE,3733492,MP 2018 011431,02,1/11/2018 9:49:00 PM,1/11/2018 7:00:00 AM,07:00:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 9:48:13 PM,,44.97024,-93.22568,-10377834.85,5616836.878,PROSPECT PARK - EAST RIVER ROAD,1/12/2018 6:51:41 AM,1/12/2018 8:00:35 PM,3267,-10377834.85,5616836.878
0023XX 26 AV N,3733518,MP 2018 011711,04,1/12/2018 3:28:00 AM,1/11/2018 9:00:00 PM,21:00:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 3:27:53 AM,25099,45.00602582,-93.2976207,-10385843.6287,5622470.1779,JORDAN,1/12/2018 5:55:38 AM,1/12/2018 8:00:35 PM,3270,-10385843.6287,5622470.1779
0034XX Bryant AV N,3733525,MP 2018 011822,04,1/12/2018 7:23:00 AM,1/12/2018 6:44:00 AM,06:44:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 7:22:23 AM,22624,45.0176144,-93.29055254,-10385056.8048,5624294.9396,MCKINLEY,1/12/2018 12:37:42 PM,1/12/2018 8:00:35 PM,3272,-10385056.8048,5624294.9396
0011XX Irving AV N,3733532,MP 2018 011840,04,1/12/2018 8:19:00 AM,1/12/2018 6:45:00 AM,06:45:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 8:19:15 AM,18847,44.99017199,-93.29949189,-10386051.9283,5619974.3997,NEAR - NORTH,1/12/2018 12:49:52 PM,1/12/2018 8:00:35 PM,3274,-10386051.9283,5619974.3997
0035XX Emerson AV S,3733538,MP 2018 011823,05,1/12/2018 8:02:00 AM,1/11/2018 4:00:00 PM,16:00:00,TFMV,Theft From Motr Vehc,07,1/12/2018 8:40:14 AM,14390,44.93860023,-93.29456847,-10385503.8557,5611860.5229,CARAG,1/12/2018 2:51:36 PM,1/12/2018 8:00:35 PM,3275,-10385503.8557,5611860.5229
40 AV N / Thomas AV N,3733545,MP 2018 011856,04,1/12/2018 9:06:00 AM,1/12/2018 7:50:00 AM,07:50:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 9:06:12 AM,,45.02771,-93.31352,-10387613.55,5625885.299,VICTORY,1/12/2018 12:48:25 PM,1/12/2018 8:00:35 PM,3276,-10387613.55,5625885.299
Emerson AV S / Hennepin AV S,3733637,MP 2018 012125,05,1/12/2018 3:00:00 PM,1/10/2018 6:00:00 PM,18:00:00,AUTOTH,Motor Vehicle Theft,08,1/12/2018 2:54:53 PM,,44.95847,-93.29458,-10385505.47,5614985.446,EAST ISLES,1/12/2018 3:31:42 PM,1/12/2018 8:00:35 PM,3286,-10385505.47,5614985.446
0016XX Oliver AV N,3733642,MP 2018 999806,04,1/12/2018 3:23:30 PM,1/11/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,1/12/2018 3:23:30 PM,14590,44.99577902,-93.30695682,-10386882.9211,5620857.0045,WILLARD - HAY,1/12/2018 3:23:35 PM,1/12/2018 8:00:35 PM,3287,-10386882.9211,5620857.0045
0010XX Plymouth AV N,3733647,MP 2018 999805,04,1/12/2018 3:58:03 PM,1/12/2018 12:40:00 PM,12:40:00,TFMV,Theft From Motr Vehc,07,1/12/2018 3:58:03 PM,16252,44.99197704,-93.29335234,-10385368.4772,5620258.5237,NEAR - NORTH,1/12/2018 3:58:07 PM,1/12/2018 8:00:35 PM,3288,-10385368.4772,5620258.5237
0022XX Franklin AV E,3733658,MP 2018 999803,03,1/12/2018 4:40:19 PM,1/6/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,1/12/2018 4:40:19 PM,16990,44.96274963,-93.2404603,-10379480.5616,5615659.0824,SEWARD,1/12/2018 4:40:25 PM,1/12/2018 8:00:35 PM,3289,-10379480.5616,5615659.0824
0031XX Logan AV N,3753654,MP 2018 118187,04,4/15/2018 2:48:00 PM,4/14/2018 5:00:00 PM,17:00:00,AUTOTH,Motor Vehicle Theft,08,4/15/2018 2:47:51 PM,10706,45.01230934,-93.30317734,-10386462.1912,5623459.548,JORDAN,4/17/2018 7:51:54 AM,4/17/2018 8:00:51 PM,3293,-10386462.1912,5623459.548
0036XX Dupont AV N,3753789,MP 2018 119205,04,4/16/2018 2:16:00 PM,4/16/2018 1:48:00 PM,13:48:00,AUTOTH,Motor Vehicle Theft,08,4/16/2018 2:16:10 PM,10019,45.02125007,-93.29308047,-10385338.213,5624867.4959,MCKINLEY,4/17/2018 8:11:01 AM,4/17/2018 8:00:51 PM,3298,-10385338.213,5624867.4959
00005X Colfax AV N,3753837,MP 2018 119353,04,4/16/2018 5:47:00 PM,4/16/2018 4:30:00 PM,16:30:00,AUTOTH,Motor Vehicle Theft,08,4/16/2018 5:47:05 PM,17018,44.97801709,-93.29162598,-10385176.2999,5618061.3908,HARRISON,4/17/2018 6:00:35 AM,4/17/2018 8:00:51 PM,3306,-10385176.2999,5618061.3908
0003XX 6 AV SE,3753861,MP 2018 119564,02,4/16/2018 9:15:00 PM,4/12/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,4/16/2018 9:14:09 PM,16617,44.98443057,-93.24726867,-10380238.4658,5619070.7305,MARCY HOLMES,4/17/2018 10:07:35 AM,4/17/2018 8:00:51 PM,3311,-10380238.4658,5619070.7305
0029XX Logan AV N,3753863,MP 2018 119588,04,4/16/2018 9:30:00 PM,4/16/2018 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,4/16/2018 9:23:49 PM,10712,45.010505,-93.30317232,-10386461.6321,5623175.4343,JORDAN,4/17/2018 10:41:54 AM,4/17/2018 8:00:51 PM,3312,-10386461.6321,5623175.4343
0002XX Lake ST W,3753869,MP 2018 119566,05,4/16/2018 9:55:00 PM,4/16/2018 8:20:00 PM,20:20:00,AUTOTH,Motor Vehicle Theft,08,4/16/2018 9:53:57 PM,19784,44.94835457,-93.28218485,-10384125.3172,5613394.6311,WHITTIER,4/17/2018 5:10:59 AM,4/17/2018 8:00:51 PM,3313,-10384125.3172,5613394.6311
0009XX Washington AV SE,3753874,MP 2018 119636,02,4/16/2018 10:00:00 PM,4/16/2018 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,4/16/2018 10:03:08 PM,22801,44.97360851,-93.22479655,-10377736.8816,5617367.6434,PROSPECT PARK - EAST RIVER ROAD,4/17/2018 10:47:03 AM,4/17/2018 8:00:51 PM,3314,-10377736.8816,5617367.6434
0007XX Elwood AV N,3753882,MP 2018 119670,04,4/16/2018 10:50:00 PM,4/16/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,4/16/2018 10:52:57 PM,21707,44.98604341,-93.30082558,-10386200.3947,5619324.5736,NEAR - NORTH,4/17/2018 6:03:46 AM,4/17/2018 8:00:51 PM,3317,-10386200.3947,5619324.5736
0027XX 14 AV S,3753903,MP 2018 119751,03,4/17/2018 12:41:00 AM,4/16/2018 11:29:00 PM,23:29:00,AUTOTH,Motor Vehicle Theft,08,4/17/2018 12:40:11 AM,18406,44.95283952,-93.25500518,-10381099.6902,5614100.0863,MIDTOWN PHILLIPS,4/17/2018 5:37:05 AM,4/17/2018 8:00:51 PM,3321,-10381099.6902,5614100.0863
0010XX 12 AV SE,3753944,MP 2018 998139,02,4/17/2018 9:45:53 AM,4/16/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,4/17/2018 9:45:53 AM,19739,44.99057773,-93.23458359,-10378826.3693,5620038.2642,COMO,4/17/2018 10:08:52 AM,4/17/2018 8:00:51 PM,3327,-10378826.3693,5620038.2642
0010XX 13 AV SE,3753945,MP 2018 119997,02,4/17/2018 11:00:00 AM,4/16/2018 11:00:00 PM,23:00:00,AUTOTH,Motor Vehicle Theft,08,4/17/2018 10:00:14 AM,18007,44.98874798,-93.23330586,-10378684.1335,5619750.2602,COMO,4/17/2018 2:05:19 PM,4/17/2018 8:00:51 PM,3328,-10378684.1335,5619750.2602
0036XX Garfield AV S,3753962,MP 2018 120063,05,4/17/2018 11:11:00 AM,4/17/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,4/17/2018 11:11:33 AM,10966,44.93678949,-93.28692331,-10384652.8008,5611575.7683,KING FIELD,4/17/2018 2:02:42 PM,4/17/2018 8:00:51 PM,3329,-10384652.8008,5611575.7683
0023XX 26 AV N,3753993,MP 2018 120067,04,4/17/2018 1:45:00 PM,4/16/2018 11:00:00 PM,23:00:00,AUTOTH,Motor Vehicle Theft,08,4/17/2018 1:44:24 PM,20612,45.00602582,-93.31052998,-10387280.6828,5622470.1779,JORDAN,4/17/2018 3:55:17 PM,4/17/2018 8:00:51 PM,3334,-10387280.6828,5622470.1779
0013XX 42 ST W,3754002,MP 2018 998136,99,4/17/2018 2:49:26 PM,4/16/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,4/17/2018 2:49:26 PM,26013,44.92679543,-93.29542432,-10385599.1287501,5610004.27742686,EAST HARRIET,4/17/2018 2:49:28 PM,4/17/2018 8:00:51 PM,3335,-10385599.1288,5610004.2774
0010XX 13 AV SE,3754042,MP 2018 998127,02,4/17/2018 6:13:55 PM,4/16/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/17/2018 6:13:55 PM,17594,44.99056637,-93.2333065,-10378684.2041,5620036.4759,COMO,4/17/2018 6:13:57 PM,4/17/2018 8:00:51 PM,3340,-10378684.2041,5620036.4759
0038XX Russell AV N,3731474,MP 2018 001196,04,1/2/2018 10:32:00 AM,1/2/2018 4:00:00 AM,04:00:00,AUTOTH,Motor Vehicle Theft,08,1/2/2018 10:30:58 AM,18263,45.02499971,-93.31090692,-10387322.644,5625458.0383,VICTORY,1/3/2018 6:03:28 AM,1/3/2018 8:00:30 PM,3342,-10387322.644,5625458.0383
0027XX Golden Valley RD ,3731494,MP 2018 001222,04,1/2/2018 11:50:00 AM,1/2/2018 10:25:00 AM,10:25:00,AUTOTH,Motor Vehicle Theft,08,1/2/2018 11:50:47 AM,22661,44.9988226,-93.31526057,-10387807.2902,5621336.1303,WILLARD - HAY,1/3/2018 8:03:47 AM,1/3/2018 8:00:30 PM,3344,-10387807.2902,5621336.1303
0005XX Hennepin AV E,3731525,MP 2018 001407,02,1/2/2018 2:24:00 PM,1/2/2018 1:20:00 PM,13:20:00,AUTOTH,Motor Vehicle Theft,08,1/2/2018 2:23:28 PM,17146,44.98905889,-93.25324256,-10380903.4769,5619799.196,NICOLLET ISLAND - EAST BANK,1/3/2018 12:00:03 AM,1/3/2018 8:00:30 PM,3346,-10380903.4769,5619799.196
0040XX Lyndale AV S,3731558,MP 2018 001617,05,1/2/2018 5:05:00 PM,1/1/2018 6:45:00 PM,18:45:00,TFMV,Theft From Motr Vehc,07,1/2/2018 5:04:43 PM,19257,44.92952741,-93.28827012,-10384802.727,5610433.8332,EAST HARRIET,1/3/2018 7:01:16 AM,1/3/2018 8:00:30 PM,3351,-10384802.727,5610433.8332
0024XX 6 ST N,3731576,MP 2018 001566,04,1/2/2018 6:51:00 PM,1/2/2018 3:00:00 PM,15:00:00,AUTOTH,Motor Vehicle Theft,08,1/2/2018 6:46:49 PM,19517,45.00424173,-93.28646183,-10384601.4289,5622189.2849,HAWTHORNE,1/3/2018 6:04:16 AM,1/3/2018 8:00:30 PM,3353,-10384601.4289,5622189.2849
00007X Barton AV SE,3731599,MP 2018 999965,02,1/2/2018 8:23:26 PM,1/1/2018 11:00:00 PM,23:00:00,TFMV,Theft From Motr Vehc,07,1/2/2018 8:23:26 PM,17321,44.96694939,-93.21491313,-10376636.6644,5616319.8436,PROSPECT PARK - EAST RIVER ROAD,1/2/2018 8:23:30 PM,1/3/2018 8:00:30 PM,3358,-10376636.6644,5616319.8436
0046XX Osseo RD ,3731614,MP 2018 001688,04,1/2/2018 10:00:00 PM,1/2/2018 5:00:00 PM,17:00:00,AUTOTH,Motor Vehicle Theft,08,1/2/2018 10:00:54 PM,10261,45.03864034,-93.31390374,-10387656.248,5627606.6689,VICTORY,1/3/2018 6:05:31 AM,1/3/2018 8:00:30 PM,3362,-10387656.248,5627606.6689
0055XX 34 AV S,3731617,MP 2018 001988,03,1/2/2018 10:26:00 PM,1/2/2018 9:46:00 PM,21:46:00,AUTOTH,Motor Vehicle Theft,08,1/2/2018 10:26:25 PM,12999,44.90265656,-93.22291914,-10377527.8891,5606209.7493,MORRIS PARK,1/3/2018 5:06:12 AM,1/3/2018 8:00:30 PM,3363,-10377527.8891,5606209.7493
0006XX 8 ST SE,3731619,MP 2018 002018,02,1/2/2018 11:12:00 PM,1/2/2018 10:18:00 PM,22:18:00,AUTOTH,Motor Vehicle Theft,08,1/2/2018 11:11:37 PM,14839,44.98856409,-93.24306912,-10379770.9743,5619721.3151,MARCY HOLMES,1/2/2018 11:56:53 PM,1/3/2018 8:00:30 PM,3365,-10379770.9743,5619721.3151
6TH ST  / 37 AV N,3731660,MP 2018 999961,99,1/3/2018 8:45:21 AM,12/30/2017 9:00:00 AM,09:00:00,TFMV,Theft From Motr Vehc,07,1/3/2018 8:45:21 AM,,45.02212,-93.28653,-10384608.75,5625004.034,MCKINLEY,1/3/2018 7:31:15 PM,1/3/2018 8:00:30 PM,3369,-10384608.75,5625004.034
0001XX 31 ST W,3731678,MP 2018 002343,05,1/3/2018 10:38:00 AM,1/3/2018 12:01:00 AM,00:01:00,TFMV,Theft From Motr Vehc,07,1/3/2018 10:34:49 AM,16849,44.94660031,-93.28053439,-10383941.5892,5613118.711,LYNDALE,1/3/2018 2:19:51 PM,1/3/2018 8:00:30 PM,3377,-10383941.5892,5613118.711
0037XX Aldrich AV N,3731686,MP 2018 002371,04,1/3/2018 11:25:00 AM,1/3/2018 10:46:00 AM,10:46:00,AUTOTH,Motor Vehicle Theft,08,1/3/2018 11:23:51 AM,10013,45.02303274,-93.2893173,-10384919.2985,5625148.2484,MCKINLEY,1/3/2018 5:55:09 PM,1/3/2018 8:00:30 PM,3379,-10384919.2985,5625148.2484
0013XX 24 ST E,3731695,MP 2018 002405,03,1/3/2018 12:20:00 PM,1/3/2018 11:00:00 AM,11:00:00,AUTOTH,Motor Vehicle Theft,08,1/3/2018 12:20:19 PM,16872,44.95912576,-93.25556884,-10381162.4367,5615088.9665,MIDTOWN PHILLIPS,1/3/2018 2:34:34 PM,1/3/2018 8:00:30 PM,3384,-10381162.4367,5615088.9665
0031XX EXCELSIOR BL ,3731696,MP 2018 999954,05,1/3/2018 12:26:26 PM,1/2/2018 9:30:00 PM,21:30:00,TFMV,Theft From Motr Vehc,07,1/3/2018 12:26:26 PM,19377,44.94525823,-93.32309637,-10388679.567,5612907.6275,WEST CALHOUN,1/3/2018 12:26:33 PM,1/3/2018 8:00:30 PM,3385,-10388679.567,5612907.6275
0005XX 2 ST SE,3731699,MP 2018 002426,02,1/3/2018 12:31:00 PM,1/2/2018 7:00:00 PM,19:00:00,AUTOTH,Motor Vehicle Theft,08,1/3/2018 12:30:41 PM,15898,44.9832206,-93.24913117,-10380445.799,5618880.2998,MARCY HOLMES,1/3/2018 2:11:52 PM,1/3/2018 8:00:30 PM,3387,-10380445.799,5618880.2998
0031XX EXCELSIOR BL ,3731720,MP 2018 999945,05,1/3/2018 2:15:43 PM,1/2/2018 11:00:00 PM,23:00:00,TFMV,Theft From Motr Vehc,07,1/3/2018 2:15:43 PM,19377,44.94525823,-93.32309637,-10388679.567,5612907.6275,WEST CALHOUN,1/3/2018 2:15:47 PM,1/3/2018 8:00:30 PM,3390,-10388679.567,5612907.6275
0050XX France AV S,3752568,MP 2018 112026,05,4/9/2018 7:37:00 PM,4/9/2018 10:00:00 AM,10:00:00,AUTOTH,Motor Vehicle Theft,08,4/9/2018 7:37:32 PM,14112,44.91162643,-93.32904377,-10389341.6289,5607619.5895,FULTON,4/10/2018 6:51:56 AM,4/10/2018 8:00:34 PM,3402,-10389341.6289,5607619.5895
0017XX Stevens AV S,3752574,MP 2018 111818,05,4/9/2018 8:26:00 PM,4/6/2018 4:00:00 PM,16:00:00,AUTOTH,Motor Vehicle Theft,08,4/9/2018 8:25:36 PM,17466,44.96574844,-93.27529615,-10383358.4708,5616130.8896,STEVENS SQUARE - LORING HEIGHTS,4/10/2018 6:51:03 AM,4/10/2018 8:00:34 PM,3403,-10383358.4708,5616130.8896
0030XX James AV S,3752577,MP 2018 998225,05,4/9/2018 8:28:25 PM,4/1/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,4/9/2018 8:28:25 PM,11280,44.9474803,-93.3033843,-10386485.2293,5613257.1199,ECCO,4/10/2018 6:55:49 AM,4/10/2018 8:00:34 PM,3404,-10386485.2293,5613257.1199
0027XX Nicollet AV S,3752580,MP 2018 112034,05,4/9/2018 8:39:00 PM,4/9/2018 6:30:00 PM,18:30:00,TFMV,Theft From Motr Vehc,07,4/9/2018 8:38:23 PM,16211,44.95283963,-93.27789224,-10383647.466,5614100.1039,WHITTIER,4/10/2018 6:53:46 AM,4/10/2018 8:00:34 PM,3405,-10383647.466,5614100.1039
0017XX 2 AV N,3752583,MP 2018 111955,04,4/9/2018 9:05:00 PM,4/9/2018 12:48:00 PM,12:48:00,TFMV,Theft From Motr Vehc,07,4/9/2018 9:02:09 PM,22116,44.97899465,-93.30285078,-10386425.8384,5618215.2302,HARRISON,4/10/2018 6:20:55 AM,4/10/2018 8:00:34 PM,3407,-10386425.8384,5618215.2302
0008XX Broadway AV W,3752625,MP 2018 112308,04,4/10/2018 1:28:00 AM,4/10/2018 12:43:00 AM,00:43:00,TFMV,Theft From Motr Vehc,07,4/10/2018 1:26:55 AM,15961,44.999141,-93.29028401,-10385026.9116,5621386.2551,HAWTHORNE,4/10/2018 6:21:44 AM,4/10/2018 8:00:34 PM,3414,-10385026.9116,5621386.2551
28 ST E / Stevens AV S,3752656,MP 2018 112502,05,4/10/2018 8:45:00 AM,4/9/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,4/10/2018 9:37:10 AM,,44.95195,-93.27535,-10383364.3,5613959.911,WHITTIER,4/10/2018 2:34:55 PM,4/10/2018 8:00:34 PM,3418,-10383364.3,5613959.911
0056XX 27 AV S,3752657,MP 2018 112467,03,4/10/2018 9:45:00 AM,4/10/2018 7:31:00 AM,07:31:00,AUTOTH,Motor Vehicle Theft,08,4/10/2018 9:42:42 AM,13750,44.90078489,-93.23362691,-10378719.8727,5605915.5979,WENONAH,4/10/2018 12:42:27 PM,4/10/2018 8:00:34 PM,3419,-10378719.8727,5605915.5979
0037XX Morgan AV N,3752674,MP 2018 998219,04,4/10/2018 10:55:27 AM,3/28/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/10/2018 10:55:27 AM,10244,45.02314968,-93.30450531,-10386610.0195,5625166.666,FOLWELL,4/10/2018 10:55:33 AM,4/10/2018 8:00:34 PM,3424,-10386610.0195,5625166.666
36 AV S / 51 ST E,3752701,MP 2018 112481,03,4/10/2018 1:58:00 PM,4/10/2018 8:15:00 AM,08:15:00,AUTOTH,Motor Vehicle Theft,08,4/10/2018 1:57:52 PM,,44.91081,-93.2203,-10377235.79,5607490.969,MINNEHAHA,4/10/2018 2:22:09 PM,4/10/2018 8:00:34 PM,3428,-10377235.79,5607490.969
0041XX Grand AV S,3752702,MP 2018 998216,05,4/10/2018 1:59:14 PM,4/3/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,4/10/2018 1:59:14 PM,12797,44.92773658,-93.28440022,-10384371.931,5610152.255,KING FIELD,4/10/2018 1:59:17 PM,4/10/2018 8:00:34 PM,3429,-10384371.931,5610152.255
0036XX 43 AV S,3752707,MP 2018 112483,03,4/10/2018 2:15:00 PM,4/9/2018 5:30:00 PM,17:30:00,TFMV,Theft From Motr Vehc,07,4/10/2018 2:14:52 PM,12264,44.9368694,-93.2114801,-10376254.5003,5611588.3347,HOWE,4/10/2018 2:55:31 PM,4/10/2018 8:00:34 PM,3432,-10376254.5003,5611588.3347
0012XX 7 ST N,3752734,MP 2018 998213,04,4/10/2018 5:13:56 PM,4/10/2018 9:00:00 AM,09:00:00,TFMV,Theft From Motr Vehc,07,4/10/2018 5:13:56 PM,24449,44.99158723,-93.29251728,-10385275.5182,5620197.1646,NEAR - NORTH,4/10/2018 5:13:59 PM,4/10/2018 8:00:34 PM,3434,-10385275.5182,5620197.1646
0012XX Washington AV S,3732306,MP 2018 005393,01,1/5/2018 10:55:00 PM,12/31/2017 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,1/5/2018 10:57:43 PM,19227,44.97447173,-93.25115192,-10380670.7481,5617503.4775,DOWNTOWN EAST,1/18/2018 2:57:47 PM,1/18/2018 8:00:30 PM,3435,-10380670.7481,5617503.4775
0005XX Marquette AV S,3734153,MP 2018 015034,01,1/15/2018 6:35:00 PM,1/15/2018 8:00:00 AM,08:00:00,TFMV,Theft From Motr Vehc,07,1/15/2018 6:33:46 PM,17245,44.97774511,-93.26967792,-10382733.0529,5618018.589,DOWNTOWN WEST,1/18/2018 2:58:06 PM,1/18/2018 8:00:30 PM,3438,-10382733.0529,5618018.589
0002XX Cedar Lake RD N,3734296,MP 2018 016113,04,1/16/2018 2:50:00 PM,1/16/2018 1:50:00 PM,13:50:00,AUTOTH,Motor Vehicle Theft,08,1/16/2018 2:46:29 PM,17099,44.97970806,-93.3001371,-10386123.7529,5618327.5018,HARRISON,1/18/2018 10:08:41 AM,1/18/2018 8:00:30 PM,3440,-10386123.7529,5618327.5018
0033XX Fremont AV N,3734402,MP 2018 016817,04,1/17/2018 6:14:00 AM,1/17/2018 5:27:00 AM,05:27:00,AUTOTH,Motor Vehicle Theft,08,1/17/2018 6:14:06 AM,10385,45.01584633,-93.29559151,-10385617.7406,5624016.511,FOLWELL,1/18/2018 2:30:41 AM,1/18/2018 8:00:30 PM,3443,-10385617.7406,5624016.511
