PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0025XX Chicago AV S,3750908,MP 2018 104470,03,4/2/2018 7:49:00 PM,4/2/2018 6:31:00 PM,18:31:00,AUTOTH,Motor Vehicle Theft,08,4/2/2018 7:48:25 PM,18934,44.95642799,-93.26259001,-10381944.0295,5614664.5715,MIDTOWN PHILLIPS,4/2/2018 10:04:48 PM,4/3/2018 8:00:34 PM,2972,-10381944.0295,5614664.5715
0035XX Clinton AV S,3750960,MP 2018 104642,03,4/3/2018 11:00:00 PM,4/2/2018 10:05:00 PM,22:05:00,TFMV,Theft From Motr Vehc,07,4/3/2018 12:58:33 AM,12404,44.93865924,-93.27147198,-10382932.7662,5611869.8024,CENTRAL,4/3/2018 5:38:05 AM,4/3/2018 8:00:34 PM,2979,-10382932.7662,5611869.8024
0019XX Aldrich AV S,3750984,MP 2018 998356,05,4/3/2018 7:51:04 AM,4/2/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,4/3/2018 7:51:04 AM,22630,44.96327043,-93.28935955,-10384924.001,5615741.0193,LOWRY HILL EAST,4/3/2018 7:51:11 AM,4/3/2018 8:00:34 PM,2986,-10384924.001,5615741.0193
0018XX 11 AV S,3750987,MP 2018 104900,03,4/3/2018 8:20:00 AM,4/2/2018 10:00:00 AM,10:00:00,AUTOTH,Motor Vehicle Theft,08,4/3/2018 8:21:07 AM,18574,44.96454128,-93.25818703,-10381453.8925,5615940.9622,VENTURA VILLAGE,4/3/2018 10:54:17 AM,4/3/2018 8:00:34 PM,2987,-10381453.8925,5615940.9622
0033XX Emerson AV N,3750989,MP 2018 104925,04,4/3/2018 8:25:00 AM,4/3/2018 7:50:00 AM,07:50:00,AUTOTH,Motor Vehicle Theft,08,4/3/2018 8:25:08 AM,19818,45.01583896,-93.29433053,-10385477.369,5624015.3514,FOLWELL,4/3/2018 12:57:55 PM,4/3/2018 8:00:34 PM,2989,-10385477.369,5624015.3514
0010XX 5 ST SE,3750994,MP 2018 998354,02,4/3/2018 9:33:37 AM,4/2/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,4/3/2018 9:33:37 AM,19088,44.98340966,-93.23985053,-10379412.6823,5618910.0549,MARCY HOLMES,4/3/2018 9:33:42 AM,4/3/2018 8:00:34 PM,2990,-10379412.6823,5618910.0549
0012XX 4 ST SE,3750996,MP 2018 104961,02,4/3/2018 10:00:00 AM,4/3/2018 3:00:00 AM,03:00:00,TFMV,Theft From Motr Vehc,07,4/3/2018 9:43:08 AM,16559,44.98132317,-93.2378487,-10379189.8397,5618581.68,MARCY HOLMES,4/3/2018 2:32:40 PM,4/3/2018 8:00:34 PM,2991,-10379189.8397,5618581.68
00003X 7 ST S,3750998,MP 2018 998353,01,4/3/2018 9:49:56 AM,3/23/2018 2:00:00 PM,14:00:00,TFMV,Theft From Motr Vehc,07,4/3/2018 9:49:56 AM,17053,44.97743954,-93.27351637,-10383160.347,5617970.5025,DOWNTOWN WEST,4/3/2018 9:50:01 AM,4/3/2018 8:00:34 PM,2992,-10383160.347,5617970.5025
0027XX 42 ST E,3751001,MP 2018 104972,03,4/3/2018 10:00:00 AM,4/3/2018 2:10:00 AM,02:10:00,AUTOTH,Motor Vehicle Theft,08,4/3/2018 9:58:07 AM,19762,44.92689547,-93.2327543,-10378622.7343,5610020.007,STANDISH,4/3/2018 6:48:27 PM,4/3/2018 8:00:34 PM,2993,-10378622.7343,5610020.007
0032XX 25 ST E,3751009,MP 2018 104984,03,4/3/2018 10:40:00 AM,4/2/2018 4:00:00 PM,16:00:00,AUTOTH,Motor Vehicle Theft,08,4/3/2018 10:35:32 AM,16369,44.95738198,-93.22472279,-10377728.6698,5614814.6448,SEWARD,4/3/2018 6:46:21 PM,4/3/2018 8:00:34 PM,2994,-10377728.6698,5614814.6448
0032XX 40 AV S,3751028,MP 2018 998349,03,4/3/2018 12:31:10 PM,4/2/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,4/3/2018 12:31:10 PM,11209,44.94417448,-93.21528728,-10376678.3139,5612737.1779,COOPER,4/3/2018 12:31:17 PM,4/3/2018 8:00:34 PM,2999,-10376678.3139,5612737.1779
0029XX 16 AV S,3751042,MP 2018 105109,03,4/3/2018 1:46:00 PM,4/2/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,4/3/2018 1:42:36 PM,16438,44.94921509,-93.25122232,-10380678.585,5613529.9824,EAST PHILLIPS,4/3/2018 6:41:05 PM,4/3/2018 8:00:34 PM,3003,-10380678.585,5613529.9824
0008XX 4 ST SE,3751047,MP 2018 998345,02,4/3/2018 1:56:37 PM,3/29/2018 11:00:00 PM,23:00:00,TFMV,Theft From Motr Vehc,07,4/3/2018 1:56:37 PM,18657,44.98363398,-93.24365922,-10379836.6642,5618945.3599,MARCY HOLMES,4/3/2018 1:56:40 PM,4/3/2018 8:00:34 PM,3004,-10379836.6642,5618945.3599
0025XX Portland AV S,3751055,MP 2018 105013,03,4/3/2018 2:30:00 PM,4/2/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,4/3/2018 2:23:50 PM,16976,44.95642337,-93.26766796,-10382509.3048,5614663.844,PHILLIPS WEST,4/3/2018 6:48:30 PM,4/3/2018 8:00:34 PM,3005,-10382509.3048,5614663.844
LAKE ST  / GARFIELD AV ,3751100,MP 2018 998340,99,4/3/2018 5:46:41 PM,3/28/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,4/3/2018 5:46:41 PM,,44.94837,-93.28682,-10384641.26,5613397.051,WHITTIER,4/3/2018 5:46:46 PM,4/3/2018 8:00:34 PM,3007,-10384641.26,5613397.051
0007XX 4 ST S,3744789,MP 2018 071548,01,3/6/2018 8:35:00 PM,3/6/2018 7:15:00 AM,07:15:00,AUTOTH,Motor Vehicle Theft,08,3/6/2018 8:34:55 PM,18599,44.97546603,-93.25960587,-10381611.837,5617659.9407,DOWNTOWN EAST,3/7/2018 6:50:09 AM,3/7/2018 8:00:33 PM,3020,-10381611.837,5617659.9407
0048XX Chicago AV S,3744793,MP 2018 071498,03,3/6/2018 8:55:00 PM,3/6/2018 7:20:00 PM,19:20:00,AUTOTH,Motor Vehicle Theft,08,3/6/2018 8:54:34 PM,13939,44.91520327,-93.262634,-10381948.9268,5608181.8407,FIELD,3/7/2018 5:38:24 AM,3/7/2018 8:00:33 PM,3021,-10381948.9268,5608181.8407
38TH ST  / 28 AV S,3744839,MP 2018 998835,99,3/7/2018 7:40:48 AM,3/6/2018 7:30:00 PM,19:30:00,TFMV,Theft From Motr Vehc,07,3/7/2018 7:40:48 AM,,44.93412,-93.23212,-10378551.98,5611156.286,STANDISH,3/7/2018 7:40:51 AM,3/7/2018 8:00:33 PM,3027,-10378551.98,5611156.286
0049XX Newton AV N,3744841,MP 2018 072009,04,3/7/2018 8:11:00 AM,3/7/2018 7:30:00 AM,07:30:00,AUTOTH,Motor Vehicle Theft,08,3/7/2018 8:06:18 AM,10190,45.0448409,-93.30674245,-10386859.0569,5628583.5332,SHINGLE CREEK,3/7/2018 2:00:40 PM,3/7/2018 8:00:33 PM,3028,-10386859.0569,5628583.5332
0030XX 13 AV S,3744844,MP 2018 072012,03,3/7/2018 8:15:00 AM,3/7/2018 7:10:00 AM,07:10:00,AUTOTH,Motor Vehicle Theft,08,3/7/2018 8:18:43 AM,11962,44.9474575,-93.2563095,-10381244.887,5613253.5346,POWDERHORN PARK,3/7/2018 1:18:24 PM,3/7/2018 8:00:33 PM,3030,-10381244.887,5613253.5346
0029XX 38 ST E,3744847,MP 2018 998833,03,3/7/2018 8:52:23 AM,3/6/2018 6:15:00 PM,18:15:00,TFMV,Theft From Motr Vehc,07,3/7/2018 8:52:23 AM,25146,44.93412326,-93.22979316,-10378293.1016,5611156.4973,STANDISH,3/7/2018 11:01:51 AM,3/7/2018 8:00:33 PM,3032,-10378293.1016,5611156.4973
0026XX Lyndale AV S,3744852,MP 2018 072040,05,3/7/2018 9:11:00 AM,3/7/2018 8:00:00 AM,08:00:00,TFMV,Theft From Motr Vehc,07,3/7/2018 9:09:56 AM,16678,44.95463813,-93.28804768,-10384777.9651,5614383.0134,LOWRY HILL EAST,3/7/2018 1:36:55 PM,3/7/2018 8:00:33 PM,3034,-10384777.9651,5614383.0134
0026XX Lyndale AV S,3744853,MP 2018 072047,05,3/7/2018 9:39:00 AM,3/7/2018 8:00:00 AM,08:00:00,TFMV,Theft From Motr Vehc,07,3/7/2018 9:39:28 AM,16678,44.95463813,-93.28804768,-10384777.9651,5614383.0134,WHITTIER,3/7/2018 2:28:20 PM,3/7/2018 8:00:33 PM,3035,-10384777.9651,5614383.0134
0002XX 32 ST E,3744907,MP 2018 072184,03,3/7/2018 11:42:00 AM,3/7/2018 8:00:00 AM,08:00:00,AUTOTH,Motor Vehicle Theft,08,3/7/2018 11:42:19 AM,11919,44.9449678,-93.27345852,-10383153.9073,5612861.9496,CENTRAL,3/7/2018 1:17:54 PM,3/7/2018 8:00:33 PM,3040,-10383153.9073,5612861.9496
0028XX Fremont AV S,3744918,MP 2018 998823,05,3/7/2018 12:17:07 PM,3/6/2018 5:30:00 PM,17:30:00,TFMV,Theft From Motr Vehc,07,3/7/2018 12:17:07 PM,17312,44.95099605,-93.29571711,-10385631.7224,5613810.113,LOWRY HILL EAST,3/7/2018 12:17:11 PM,3/7/2018 8:00:33 PM,3041,-10385631.7224,5613810.113
0059XX NICOLLET AV ,3744963,MP 2018 998816,05,3/7/2018 3:38:54 PM,2/15/2018 2:30:00 PM,14:30:00,TFMV,Theft From Motr Vehc,07,3/7/2018 3:38:54 PM,13304,44.8949328,-93.2781055,-10383671.2063,5604995.9438,WINDOM,3/7/2018 3:39:01 PM,3/7/2018 8:00:33 PM,3051,-10383671.2063,5604995.9438
0042XX NICOLLET AV ,3744969,MP 2018 998814,05,3/7/2018 4:20:39 PM,3/6/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/7/2018 4:20:39 PM,14118,44.92597022,-93.27793027,-10383651.6994,5609874.532,KING FIELD,3/7/2018 4:20:43 PM,3/7/2018 8:00:33 PM,3052,-10383651.6994,5609874.532
0028XX 13 AV S,3741786,MP 2018 055279,03,2/21/2018 8:21:00 AM,2/21/2018 5:45:00 AM,05:45:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 8:20:43 AM,25738,44.95120513,-93.25629147,-10381242.8802,5613843.0002,MIDTOWN PHILLIPS,2/21/2018 9:28:22 PM,2/22/2018 8:00:31 PM,3059,-10381242.8802,5613843.0002
0025XX 2 ST N,3741850,MP 2018 055584,04,2/21/2018 1:55:00 PM,1/15/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 1:54:55 PM,13719,45.00478744,-93.2802184,-10383906.4139,5622275.2019,HAWTHORNE,2/21/2018 9:53:24 PM,2/22/2018 8:00:31 PM,3060,-10383906.4139,5622275.2019
0029XX Knox AV N,3741861,MP 2018 055716,04,2/21/2018 2:56:00 PM,2/21/2018 1:30:00 PM,13:30:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 2:55:17 PM,13653,45.01048002,-93.3019035,-10386320.3875,5623171.5022,JORDAN,2/22/2018 6:16:23 AM,2/22/2018 8:00:31 PM,3061,-10386320.3875,5623171.5022
0035XX Nicollet AV S,3741877,MP 2018 055698,05,2/21/2018 4:00:00 PM,2/18/2018 10:00:00 AM,10:00:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 3:51:42 PM,15412,44.93863463,-93.2779141,-10383649.8998,5611865.933,LYNDALE,2/22/2018 7:40:34 AM,2/22/2018 8:00:31 PM,3065,-10383649.8998,5611865.933
0028XX Fremont AV S,3741917,MP 2018 999036,05,2/21/2018 8:07:12 PM,2/21/2018 4:00:00 PM,16:00:00,TFMV,Theft From Motr Vehc,07,2/21/2018 8:07:12 PM,17312,44.95099605,-93.29571711,-10385631.7224,5613810.113,LOWRY HILL EAST,2/21/2018 8:07:17 PM,2/22/2018 8:00:31 PM,3070,-10385631.7224,5613810.113
0026XX 21 AV N,3741930,MP 2018 056069,04,2/21/2018 9:51:00 PM,2/18/2018 4:00:00 PM,16:00:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 9:51:02 PM,14900,45.00061843,-93.31396925,-10387663.5407,5621618.8457,WILLARD - HAY,2/22/2018 6:19:19 AM,2/22/2018 8:00:31 PM,3074,-10387663.5407,5621618.8457
0021XX Glenwood AV ,3741945,MP 2018 056293,04,2/21/2018 11:02:00 PM,2/21/2018 10:09:00 PM,22:09:00,AUTOTH,Motor Vehicle Theft,08,2/21/2018 10:59:17 PM,15737,44.98073056,-93.30730703,-10386921.9059,5618488.4173,HARRISON,2/22/2018 6:19:27 AM,2/22/2018 8:00:31 PM,3077,-10386921.9059,5618488.4173
0044XX Oliver AV N,3741996,MP 2018 056568,04,2/22/2018 7:43:00 AM,2/22/2018 6:12:00 AM,06:12:00,AUTOTH,Motor Vehicle Theft,08,2/22/2018 7:42:23 AM,18888,45.03607063,-93.30786118,-10386983.5934,5627201.8579,VICTORY,2/22/2018 9:16:14 AM,2/22/2018 8:00:31 PM,3084,-10386983.5934,5627201.8579
0030XX 15 AV S,3742008,MP 2018 056613,03,2/22/2018 10:00:00 AM,2/22/2018 8:32:00 AM,08:32:00,AUTOTH,Motor Vehicle Theft,08,2/22/2018 9:23:40 AM,22199,44.94745786,-93.25377331,-10380962.5598,5613253.5911,POWDERHORN PARK,2/22/2018 4:28:07 PM,2/22/2018 8:00:31 PM,3087,-10380962.5598,5613253.5911
0034XX Colfax AV N,3742017,MP 2018 056715,04,2/22/2018 10:30:00 AM,2/21/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,2/22/2018 10:30:04 AM,21905,45.01762458,-93.29181115,-10385196.9129,5624296.5427,MCKINLEY,2/22/2018 12:11:35 PM,2/22/2018 8:00:31 PM,3089,-10385196.9129,5624296.5427
0009XX 27 AV S,3742050,MP 2018 056765,03,2/22/2018 12:14:00 PM,2/22/2018 10:00:00 AM,10:00:00,TFMV,Theft From Motr Vehc,07,2/22/2018 12:14:00 PM,17203,44.96336265,-93.23298664,-10378648.5974,5615755.5274,SEWARD,2/22/2018 4:28:34 PM,2/22/2018 8:00:31 PM,3094,-10378648.5974,5615755.5274
0008XX Washington AV N,3742110,MP 2018 999028,01,2/22/2018 2:37:49 PM,2/22/2018 9:30:00 AM,09:30:00,TFMV,Theft From Motr Vehc,07,2/22/2018 2:37:49 PM,17138,44.98927981,-93.27912395,-10383784.5797,5619833.9699,NORTH LOOP,2/22/2018 2:37:56 PM,2/22/2018 8:00:31 PM,3099,-10383784.5797,5619833.9699
0025XX Marshall ST NE,3742326,MP 2018 057868,02,2/23/2018 11:00:00 AM,2/23/2018 9:15:00 AM,09:15:00,AUTOTH,Motor Vehicle Theft,08,2/23/2018 10:56:44 AM,17750,45.0140641,-93.27186716,-10382976.7574,5623735.8633,MARSHALL TERRACE,2/23/2018 2:49:22 PM,2/23/2018 8:00:39 PM,3128,-10382976.7574,5623735.8633
0053XX 35 AV S,3742332,MP 2018 999017,03,2/23/2018 11:39:01 AM,2/22/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,2/23/2018 11:39:01 AM,13420,44.90628267,-93.22160651,-10377381.768,5606779.6576,MINNEHAHA,2/23/2018 1:24:41 PM,2/23/2018 8:00:39 PM,3130,-10377381.768,5606779.6576
9TH ST  / 6 AV SE,3742337,MP 2018 999016,99,2/23/2018 12:13:30 PM,2/20/2018 9:30:00 AM,09:30:00,TFMV,Theft From Motr Vehc,07,2/23/2018 12:13:30 PM,,44.98982,-93.24299,-10379762.12,5619918.644,MARCY HOLMES,2/23/2018 12:13:32 PM,2/23/2018 8:00:39 PM,3131,-10379762.12,5619918.644
0021XX WEST BROADWAY  ,3742354,MP 2018 999013,04,2/23/2018 1:23:01 PM,2/23/2018 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,2/23/2018 1:23:01 PM,15215,45.0030963,-93.30702211,-10386890.1882,5622008.9491,WILLARD - HAY,2/23/2018 1:23:03 PM,2/23/2018 8:00:39 PM,3135,-10386890.1882,5622008.9491
0025XX Lake ST E,3742371,MP 2018 999010,03,2/23/2018 2:12:52 PM,2/23/2018 1:00:00 PM,13:00:00,TFMV,Theft From Motr Vehc,07,2/23/2018 2:12:52 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,2/23/2018 2:12:53 PM,2/23/2018 8:00:39 PM,3139,-10378889.0961,5613397.3273
0053XX WOODLAWN BL ,3742400,MP 2018 999009,03,2/23/2018 3:17:32 PM,2/22/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,2/23/2018 3:17:32 PM,14688,44.9065435,-93.23752282,-10379153.5637,5606820.6526,KEEWAYDIN,2/23/2018 3:17:35 PM,2/23/2018 8:00:39 PM,3140,-10379153.5637,5606820.6526
0008XX Plymouth AV N,3742409,MP 2018 999006,04,2/23/2018 4:13:35 PM,2/23/2018 1:30:00 PM,13:30:00,TFMV,Theft From Motr Vehc,07,2/23/2018 4:13:35 PM,15330,44.99197079,-93.2903022,-10385028.9367,5620257.5399,NEAR - NORTH,2/23/2018 4:13:39 PM,2/23/2018 8:00:39 PM,3142,-10385028.9367,5620257.5399
0050XX Russell AV S,3742415,MP 2018 999004,05,2/23/2018 4:25:03 PM,2/22/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,2/23/2018 4:25:03 PM,21381,44.91147644,-93.31123507,-10387359.1731,5607596.0122,FULTON,2/23/2018 4:25:05 PM,2/23/2018 8:00:39 PM,3144,-10387359.1731,5607596.0122
0002XX 4 ST S,3747842,MP 2018 088253,01,3/20/2018 8:15:00 AM,3/20/2018 3:00:00 AM,03:00:00,TFMV,Theft From Motr Vehc,07,3/20/2018 8:26:14 AM,18616,44.97834679,-93.26639258,-10382367.3301,5618113.2755,DOWNTOWN WEST,3/21/2018 2:06:45 PM,3/21/2018 8:00:36 PM,3148,-10382367.3301,5618113.2755
10 AV N / 3 ST N,3747870,MP 2018 088308,01,3/20/2018 10:00:00 AM,3/19/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,3/20/2018 9:59:54 AM,,44.98946,-93.28177,-10384079.37,5619861.963,NORTH LOOP,3/21/2018 2:08:20 PM,3/21/2018 8:00:36 PM,3149,-10384079.37,5619861.963
28 ST W / Fremont AV S,3747916,MP 2018 088513,05,3/20/2018 1:26:00 PM,3/16/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,3/20/2018 1:25:06 PM,,44.95195,-93.29571,-10385630.8,5613960.711,LOWRY HILL EAST,3/21/2018 7:48:41 AM,3/21/2018 8:00:36 PM,3152,-10385630.8,5613960.711
0036XX Fremont AV N,3747934,MP 2018 088614,04,3/20/2018 2:48:00 PM,3/20/2018 1:45:00 PM,13:45:00,AUTOTH,Motor Vehicle Theft,08,3/20/2018 2:47:14 PM,10022,45.02126793,-93.2956041,-10385619.1418,5624870.3088,FOLWELL,3/21/2018 6:13:56 AM,3/21/2018 8:00:36 PM,3157,-10385619.1418,5624870.3088
0006XX 1 ST N,3747956,MP 2018 088727,01,3/20/2018 5:00:00 PM,3/19/2018 10:45:00 AM,10:45:00,TFMV,Theft From Motr Vehc,07,3/20/2018 5:12:35 PM,19562,44.98855577,-93.27353796,-10383162.7502,5619720.0064,NORTH LOOP,3/21/2018 8:35:41 AM,3/21/2018 8:00:36 PM,3160,-10383162.7502,5619720.0064
27 AV S / Delaware ST SE,3747970,MP 2018 088843,02,3/20/2018 6:12:00 PM,3/20/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,3/20/2018 6:11:51 PM,0,0,0,0,0,,3/21/2018 10:03:13 AM,3/21/2018 8:00:36 PM,3165,0,0
0029XX Queen AV N,3747993,MP 2018 088987,04,3/20/2018 9:00:00 PM,3/20/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/20/2018 8:57:20 PM,10723,45.01053635,-93.30950452,-10387166.529,5623180.3709,JORDAN,3/21/2018 2:15:15 PM,3/21/2018 8:00:36 PM,3171,-10387166.529,5623180.3709
0019XX Marshall ST NE,3747994,MP 2018 088998,02,3/20/2018 8:05:00 PM,3/20/2018 7:15:00 PM,19:15:00,TFMV,Theft From Motr Vehc,07,3/20/2018 9:01:14 PM,15276,45.00803595,-93.27169927,-10382958.0679,5622786.6714,BOTTINEAU,3/21/2018 12:45:56 PM,3/21/2018 8:00:36 PM,3172,-10382958.0679,5622786.6714
0032XX 3 AV S,3748024,MP 2018 089184,03,3/20/2018 11:40:00 PM,3/20/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,3/20/2018 11:40:31 PM,11900,44.94406917,-93.27281514,-10383082.2862,5612720.6148,CENTRAL,3/21/2018 4:38:24 AM,3/21/2018 8:00:36 PM,3178,-10383082.2862,5612720.6148
0029XX Lyndale AV S,3748040,MP 2018 089345,05,3/21/2018 1:17:00 AM,3/21/2018 12:35:00 AM,00:35:00,TFMV,Theft From Motr Vehc,07,3/21/2018 1:16:55 AM,16764,44.94920528,-93.2880931,-10384783.0206,5613528.438,WHITTIER,3/21/2018 7:40:18 AM,3/21/2018 8:00:36 PM,3179,-10384783.0206,5613528.438
0042XX Humboldt AV N,3748058,MP 2018 089486,04,3/21/2018 7:10:00 AM,3/21/2018 6:30:00 AM,06:30:00,AUTOTH,Motor Vehicle Theft,08,3/21/2018 7:04:55 AM,10738,45.03246022,-93.29831682,-10385921.1205,5626633.1311,WEBBER - CAMDEN,3/21/2018 2:16:44 PM,3/21/2018 8:00:36 PM,3182,-10385921.1205,5626633.1311
0037XX Oliver AV N,3748059,MP 2018 089495,04,3/21/2018 7:18:00 AM,3/20/2018 5:30:00 PM,17:30:00,AUTOTH,Motor Vehicle Theft,08,3/21/2018 7:18:20 AM,22372,45.02317158,-93.30703936,-10386892.1087,5625170.1153,FOLWELL,3/21/2018 2:17:46 PM,3/21/2018 8:00:36 PM,3183,-10386892.1087,5625170.1153
0047XX 15 AV S,3748161,MP 2018 998570,03,3/21/2018 12:48:53 PM,3/2/2018 1:00:00 PM,13:00:00,TFMV,Theft From Motr Vehc,07,3/21/2018 12:48:53 PM,11349,44.91699626,-93.25367342,-10380951.4393,5608463.6979,NORTHROP,3/21/2018 1:39:23 PM,3/21/2018 8:00:36 PM,3191,-10380951.4393,5608463.6979
0010XX 13 AV SE,3748169,MP 2018 998567,02,3/21/2018 1:40:39 PM,3/20/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,3/21/2018 1:40:39 PM,18007,44.98874798,-93.23330586,-10378684.1335,5619750.2602,COMO,3/21/2018 1:40:42 PM,3/21/2018 8:00:36 PM,3192,-10378684.1335,5619750.2602
0025XX Washington ST NE,3748171,MP 2018 998566,02,3/21/2018 2:04:12 PM,3/19/2018 1:00:00 PM,13:00:00,TFMV,Theft From Motr Vehc,07,3/21/2018 2:04:12 PM,11023,45.01406926,-93.25672309,-10381290.9269,5623736.6746,HOLLAND,3/21/2018 2:04:16 PM,3/21/2018 8:00:36 PM,3193,-10381290.9269,5623736.6746
0033XX James AV N,3733177,MP 2018 010004,04,1/10/2018 1:05:00 PM,1/10/2018 12:45:00 PM,12:45:00,TFMV,Theft From Motr Vehc,07,1/10/2018 1:47:39 PM,22811,45.01589753,-93.30064578,-10386180.3788,5624024.5745,FOLWELL,1/11/2018 6:43:57 AM,1/11/2018 8:00:39 PM,3204,-10386180.3788,5624024.5745
0006XX Hoover ST NE,3733210,MP 2018 010022,02,1/10/2018 2:45:00 PM,1/10/2018 12:01:00 AM,00:01:00,TFMV,Theft From Motr Vehc,07,1/10/2018 2:44:26 PM,19005,44.99703542,-93.21773774,-10376951.0977,5621054.7862,MID - CITY INDUSTRIAL,1/11/2018 7:05:31 AM,1/11/2018 8:00:39 PM,3206,-10376951.0977,5621054.7862
0030XX 27 AV S,3733231,MP 2018 010166,03,1/10/2018 4:45:00 PM,1/10/2018 3:42:00 PM,15:42:00,AUTOTH,Motor Vehicle Theft,08,1/10/2018 4:44:47 PM,11261,44.94779078,-93.23318444,-10378670.6166,5613305.9548,LONGFELLOW,1/10/2018 9:30:22 PM,1/11/2018 8:00:39 PM,3209,-10378670.6166,5613305.9548
0008XX 4 ST SE,3733246,MP 2018 010285,02,1/10/2018 7:04:00 PM,1/10/2018 5:39:00 PM,17:39:00,AUTOTH,Motor Vehicle Theft,08,1/10/2018 7:03:51 PM,18657,44.98363398,-93.24365922,-10379836.6642,5618945.3599,MARCY HOLMES,1/11/2018 7:06:23 AM,1/11/2018 8:00:39 PM,3211,-10379836.6642,5618945.3599
0017XX Oliver AV N,3733247,MP 2018 010283,04,1/10/2018 7:05:00 PM,1/10/2018 5:39:00 PM,17:39:00,TFMV,Theft From Motr Vehc,07,1/10/2018 7:04:31 PM,14588,44.99687706,-93.3069524,-10386882.4288,5621029.8567,WILLARD - HAY,1/11/2018 6:44:31 AM,1/11/2018 8:00:39 PM,3212,-10386882.4288,5621029.8567
0015XX Como AV SE,3733261,MP 2018 010388,02,1/10/2018 9:13:00 PM,1/10/2018 4:30:00 PM,16:30:00,TFMV,Theft From Motr Vehc,07,1/10/2018 9:12:39 PM,21617,44.98783242,-93.22994319,-10378309.8027,5619606.1526,COMO,1/11/2018 7:07:43 AM,1/11/2018 8:00:39 PM,3213,-10378309.8027,5619606.1526
0038XX 42 AV S,3733278,MP 2018 999823,03,1/10/2018 10:34:52 PM,1/10/2018 7:10:00 PM,19:10:00,TFMV,Theft From Motr Vehc,07,1/10/2018 10:34:52 PM,11891,44.93335776,-93.21276837,-10376397.9099,5611036.1232,HOWE,1/11/2018 4:43:55 AM,1/11/2018 8:00:39 PM,3218,-10376397.9099,5611036.1232
0009XX 27 AV S,3733304,MP 2018 010684,03,1/11/2018 1:08:00 AM,1/11/2018 12:11:00 AM,00:11:00,AUTOTH,Motor Vehicle Theft,08,1/11/2018 1:08:14 AM,17203,44.96336265,-93.23298664,-10378648.5974,5615755.5274,SEWARD,1/11/2018 2:08:47 PM,1/11/2018 8:00:39 PM,3226,-10378648.5974,5615755.5274
00002X 8 ST S,3733306,MP 2018 010594,01,1/11/2018 1:17:00 AM,1/10/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,1/11/2018 1:17:28 AM,17634,44.97622224,-93.27377326,-10383188.9436,5617778.9407,DOWNTOWN WEST,1/11/2018 6:49:39 AM,1/11/2018 8:00:39 PM,3228,-10383188.9436,5617778.9407
0028XX Hennepin AV S,3733327,MP 2018 010608,05,1/11/2018 3:26:00 AM,1/10/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,1/11/2018 3:26:11 AM,20796,44.95095754,-93.29826148,-10385914.9597,5613804.0564,LOWRY HILL EAST,1/11/2018 1:35:11 PM,1/11/2018 8:00:39 PM,3232,-10385914.9597,5613804.0564
0051XX Emerson AV N,3733339,MP 2018 999822,04,1/11/2018 6:52:31 AM,1/10/2018 11:00:00 PM,23:00:00,TFMV,Theft From Motr Vehc,07,1/11/2018 6:52:31 AM,10298,45.04842465,-93.29534822,-10385590.6572,5629148.1808,LIND - BOHANON,1/11/2018 6:52:36 AM,1/11/2018 8:00:39 PM,3234,-10385590.6572,5629148.1808
